"Code Article";"Description";"Description 2";"Code Famille";"Titre Famille";"Sous-famille";"Nomenclature";"Pays d'origine";"Section";"Unité de mesure";"Code à Barres";"Code Barres Fournisseur";"Prix Unitaire";"Remise Promotion";"Prix d'Achat de Défaut";"TVA";"Existance";"Inventaire de Sécurité";"Commentaires";"Catégorie";"Fabriqué";"Suivi de Produit";"Coût par Numéro de Série";"Inactive"
"REP44613";"(AquarisU)(AquarisULite) Display Aquaris U/ U LiteWhite";".";"BQ";"Reparacoes BQ (BQ)";"BQ AquarisU";"BQ";"";"";"Uni";"5600358144613";"";"58,29";"0";"0,00";"20";"0";"0";"";"Vidro";"0";"0";"";"0"
"REP27475";"(AquarisU)(AquarisULite)(AquarisU+) Battery";"Aquaris U / U Lite / U Plus";"BQ";"Reparacoes BQ (BQ)";"BQ AquarisU";"BQ";"";"";"Uni";"5600358135093";"";"33,29";"0";"0,00";"20";"0";"0";"";"Bateria";"0";"0";"";"0"
"REP54325";"(AquarisU+) Display Aquaris U Plus Black";".";"BQ";"Reparacoes BQ (BQ)";"BQ AquarisU+";"BQ";"";"";"Uni";"5600358132962";"";"58,29";"0";"0,00";"20";"0";"0";"";"Vidro";"0";"0";"";"0"
"REP94670";"(AquarisU+) Earspeaker Aquaris U Plus";"";"BQ";"Reparacoes BQ (BQ)";"BQ AquarisU+";"BQ";"";"";"Uni";"5600358194670";"";"33,29";"0";"0,00";"20";"0";"0";"";"Auscultador";"0";"0";"";"0"
"REP90252";"(AquarisU+) Flex Power Aquaris U Plus";".";"BQ";"Reparacoes BQ (BQ)";"BQ AquarisU+";"BQ";"";"";"Uni";"5600358190252";"";"33,29";"0";"0,00";"20";"0";"0";"";"Outras Reparacoes";"0";"0";"";"0"
"REP96278";"(AquarisU+) Loudspeaker Aquaris U Plus";"";"BQ";"Reparacoes BQ (BQ)";"BQ AquarisU+";"BQ";"";"";"Uni";"5600358196278";"";"33,29";"0";"0,00";"20";"0";"0";"";"Coluna";"0";"0";"";"0"
"REP11114";"(AquarisU2) Display Aquaris U2  / U2 Lite / V / VS Black";".";"BQ";"Reparacoes BQ (BQ)";"BQ AquarisU2";"BQ";"";"";"Uni";"5600395670687";"";"74,96";"0";"0,00";"20";"0";"0";"";"Vidro";"0";"0";"";"0"
"REP71312";"(AquarisU2) Display Aquaris U2 / U2 Lite / V / VS";"White";"BQ";"Reparacoes BQ (BQ)";"BQ AquarisU2";"BQ";"";"";"Uni";"5600358171312";"";"74,96";"0";"0,00";"20";"0";"0";"";"Vidro";"0";"0";"";"0"
"REP51963";"(AquarisU2)(AquarisU2Lite)(AquarisV) Charging Port";"Aquaris U2 / Aquaris U2 Lite / Aquaris V";"BQ";"Reparacoes BQ (BQ)";"BQ AquarisU2";"BQ";"";"";"Uni";"5600358151963";"";"33,29";"0";"0,00";"20";"0";"0";"";"Porta de Ligacao";"0";"0";"";"0"
"REP12919";"(AquarisU2)(AquarisU2Lite)(AquarisV)(AquarisVs) Battery";"Aquaris V / Aquaris VS / Aquaris U2 / Aquaris U2 Lite";"BQ";"Reparacoes BQ (BQ)";"BQ AquarisU2";"BQ";"";"";"Uni";"5600358191372";"";"33,29";"0";"0,00";"20";"0";"0";"";"Bateria";"0";"0";"";"0"
"REP49045";"(AquarisULite) Power + Volume Aquaris U Lite";".";"BQ";"Reparacoes BQ (BQ)";"BQ AquarisULite";"BQ";"";"";"Uni";"5600358149045";"";"33,29";"0";"0,00";"20";"0";"0";"";"Outras Reparacoes";"0";"0";"";"0"
"REP58221";"(AquarisUPlus) System Connector Aquaris U Plus";".";"BQ";"Reparacoes BQ (BQ)";"BQ AquarisUPlus";"BQ";"";"";"Uni";"5600358158221";"";"33,29";"0";"0,00";"20";"0";"0";"";"Porta de Ligacao";"0";"0";"";"0"
"REP76676";"(AquarisUPlus)(AquarisULite) Charging Port Aquaris U Plus";"/ Aquaris U Lite";"BQ";"Reparacoes BQ (BQ)";"BQ AquarisUPlus";"BQ";"";"";"1";"5600358176676";"";"33,29";"0";"0,00";"20";"0";"0";"";"Porta de Ligacao";"0";"0";"";"0"
"REP57910";"(AquarisV) Back Camera Aquaris V / V Plus";".";"BQ";"Reparacoes BQ (BQ)";"BQ AquarisV";"BQ";"";"";"Uni";"5600358157910";"";"58,29";"0";"0,00";"20";"0";"0";"";"Camera";"0";"0";"";"0"
"REP200593";"(AquarisV) Back Cover Aquaris V Black";".";"BQ";"Reparacoes BQ (BQ)";"BQ AquarisV";"BQ";"";"";"Uni";"5600358200593";"";"37,46";"0";"0,00";"20";"0";"0";"";"Capa Traseira";"0";"0";"";"0"
"REP57156";"(AquarisV)(U2)(U2Lite) Power + Volume Flex Aquaris V / U2";"/ U2 Lite";"BQ";"Reparacoes BQ (BQ)";"BQ AquarisV";"BQ";"";"";"Uni";"5600358157156";"";"33,29";"0";"0,00";"20";"0";"0";"";"Outras Reparacoes";"0";"0";"";"0"
"REP50188";"(AquarisV+) Coaxial Cable Aquaris V Plus";".";"BQ";"Reparacoes BQ (BQ)";"BQ AquarisV+";"BQ";"";"";"Uni";"5600358150188";"";"33,29";"0";"0,00";"20";"0";"0";"";"Outras Reparacoes";"0";"0";"";"0"
"REP91365";"(AquarisV+) Flex Power + Volume Aquaris V Plus";".";"BQ";"Reparacoes BQ (BQ)";"BQ AquarisV+";"BQ";"";"";"Uni";"5600358191365";"";"33,29";"0";"0,00";"20";"0";"0";"";"Outras Reparacoes";"0";"0";"";"0"
"REP40981";"(AquarisV+)(AquarisVS+) Display";"Aquaris V Plus / VS Plus Black";"BQ";"Reparacoes BQ (BQ)";"BQ AquarisV+";"BQ";"";"";"Uni";"5600358140981";"";"58,29";"0";"0,00";"20";"0";"0";"";"Vidro";"0";"0";"";"0"
"REP90474";"(AquarisV5+) Battery Aquaris V 5 Plus";"";"BQ";"Reparacoes BQ (BQ)";"BQ AquarisV5+";"BQ";"";"";"Uni";"5600358190474";"";"37,46";"0";"0,00";"20";"0";"0";"";"Bateria";"0";"0";"";"0"
"REP57019";"(AquarisX) Main Flex Aquaris X";".";"BQ";"Reparacoes BQ (BQ)";"BQ AquarisX";"BQ";"";"";"Uni";"5600358157019";"";"33,29";"0";"0,00";"20";"0";"0";"";"Outras Reparacoes";"0";"0";"";"0"
"REP38216";"(AquarisX)(AquarisXPro) Back Cover";"Aquaris X / X Pro Black";"BQ";"Reparacoes BQ (BQ)";"BQ AquarisX";"BQ";"";"";"Uni";"5600358138216";"";"37,46";"0";"0,00";"20";"0";"0";"";"Capa Traseira";"0";"0";"";"0"
"REP50300";"(AquarisX)(AquarisXPro) Battery Aquaris X / X Pro";".";"BQ";"Reparacoes BQ (BQ)";"BQ AquarisX";"BQ";"";"";"Uni";"5600358150300";"";"33,29";"0";"0,00";"20";"0";"0";"";"Bateria";"0";"0";"";"0"
"REP53417";"(AquarisX)(AquarisXPro) Charging Port Aquaris X / X Pro";"Black";"BQ";"Reparacoes BQ (BQ)";"BQ AquarisX";"BQ";"";"";"Uni";"5600358153417";"";"33,29";"0";"0,00";"20";"0";"0";"";"Porta de Ligacao";"0";"0";"";"0"
"REP11140";"(AquarisX)(AquarisXPro) Display Aquaris X / X Pro Black";".";"BQ";"Reparacoes BQ (BQ)";"BQ AquarisX";"BQ";"";"";"Uni";"5600358126176";"";"58,29";"0";"0,00";"20";"0";"0";"";"Vidro";"0";"0";"";"0"
"REP64725";"(AquarisX)(AquarisXPro) Display Aquaris X / X Pro White";".";"BQ";"Reparacoes BQ (BQ)";"BQ AquarisX";"BQ";"";"";"Uni";"5600358128071";"";"58,29";"0";"0,00";"20";"0";"0";"";"Vidro";"0";"0";"";"0"
"REP56456";"(AquarisX)(AquarisXPro) Flex Power Aquaris X / X Pro";".";"BQ";"Reparacoes BQ (BQ)";"BQ AquarisX";"BQ";"";"";"Uni";"5600358156456";"";"33,29";"0";"0,00";"20";"0";"0";"";"Outras Reparacoes";"0";"0";"";"0"
"REP50010";"(AquarisX)(AquarisXPro)(AquarisV)(AquarisV+)(AquarisU2)";"Auscultador Aquaris X / X Pro / V / V Plus / U2";"BQ";"Reparacoes BQ (BQ)";"BQ AquarisX";"BQ";"";"";"Uni";"5600358150010";"";"33,29";"0";"0,00";"20";"0";"0";"";"Auscultador";"0";"0";"";"0"
"REP76177";"(AquarisX2)(AquarisX2Pro) Display";"Aquaris X2 / X2 Pro Black";"BQ";"Reparacoes BQ (BQ)";"BQ AquarisX2";"BQ";"";"";"Uni";"5600358140547";"";"91,63";"0";"0,00";"20";"0";"0";"";"Vidro";"0";"0";"";"0"
"REP000017";"(AquarisX2)(AquarisX2Pro) Display";"Aquaris X2 / X2 Pro White";"BQ";"Reparacoes BQ (BQ)";"BQ AquarisX2";"BQ";"";"";"Uni";"5600358137868";"";"91,63";"0";"0,00";"20";"0";"0";"";"Vidro";"0";"0";"";"0"
"REP0000110";"(AquarisX5) Antenna Coaxial Aquaris X5";"";"BQ";"Reparacoes BQ (BQ)";"BQ AquarisX5";"BQ";"";"";"Uni";"5600358138827";"";"33,29";"0";"0,00";"20";"0";"0";"";"Antena";"0";"0";"";"0"
"REP0008";"(AquarisX5) Battery Aquaris X5";"";"BQ";"Reparacoes BQ (BQ)";"BQ AquarisX5";"BQ";"";"";"Uni";"5600358137325";"";"33,29";"0";"0,00";"20";"0";"0";"";"Bateria";"0";"0";"";"0"
"REP12344593";"(AquarisX5) Charging Port Aquaris X5";".";"BQ";"Reparacoes BQ (BQ)";"BQ AquarisX5";"BQ";"";"";"Uni";"5600395675446";"";"33,29";"0";"0,00";"20";"0";"0";"";"Porta de Ligacao";"0";"0";"";"0"
"REP36960";"(AquarisX5) Coaxial Cable Aquaris X5";"";"BQ";"Reparacoes BQ (BQ)";"BQ AquarisX5";"BQ";"";"";"Uni";"5600358136960";"";"33,29";"0";"0,00";"20";"0";"0";"";"Outras Reparacoes";"0";"0";"";"0"
"REP04056";"(AquarisX5) Display Aquaris X5 Black";"";"BQ";"Reparacoes BQ (BQ)";"BQ AquarisX5";"BQ";"";"";"Uni";"5600358127791";"";"74,96";"0";"0,00";"20";"0";"0";"";"Vidro";"0";"0";"";"0"
"REP07953";"(AquarisX5) Display Aquaris X5 White";".";"BQ";"Reparacoes BQ (BQ)";"BQ AquarisX5";"BQ";"";"";"Uni";"5600358118805";"";"74,96";"0";"0,00";"20";"0";"0";"";"Vidro";"0";"0";"";"0"
"REP47782";"(AquarisX5+) Back Cover Aquaris X5 Plus";".";"BQ";"Reparacoes BQ (BQ)";"BQ AquarisX5+";"BQ";"";"";"Uni";"5600358147782";"";"37,46";"0";"0,00";"20";"0";"0";"";"Capa Traseira";"0";"0";"";"0"
"REP20723";"(AquarisX5+) Battery Aquaris X5 Plus";".";"BQ";"Reparacoes BQ (BQ)";"BQ AquarisX5+";"BQ";"";"";"Uni";"5600358120723";"";"33,29";"0";"0,00";"20";"0";"0";"";"Bateria";"0";"0";"";"0"
"REP20815";"(AquarisX5+) Charging Port Aquaris X5 Plus";"Black";"BQ";"Reparacoes BQ (BQ)";"BQ AquarisX5+";"BQ";"";"";"Uni";"5600358120815";"";"33,29";"0";"0,00";"20";"0";"0";"";"Porta de Ligacao";"0";"0";"";"0"
"REP47126";"(AquarisX5+) Coaxial Cable Aquaris X5 Plus";".";"BQ";"Reparacoes BQ (BQ)";"BQ AquarisX5+";"BQ";"";"";"Uni";"5600358147126";"";"33,29";"0";"0,00";"20";"0";"0";"";"Outras Reparacoes";"0";"0";"";"0"
"REP14930";"(AquarisX5+) Display Aquaris X5 Plus";"Black";"BQ";"Reparacoes BQ (BQ)";"BQ AquarisX5+";"BQ";"";"";"Uni";"5600358119956";"";"74,96";"0";"0,00";"20";"0";"0";"";"Vidro";"0";"0";"";"0"
"REP14967";"(ARC) Touch Screen Archos Tab 101 White";"";"REP";"Reparacoes Multimarca (REP)";"ARC";"Acessorios";"";"";"Uni";"5600358121898";"";"0,00";"0";"0,00";"20";"0";"0";"";"Vidro";"0";"0";"";"0"
"REP305267";"(Armor12) Back Camera Lens Ulefone";"Armor 12";"REP";"Reparacoes Multimarca (REP)";"Armor12";"Ulefone";"";"";"Uni";"5600358305267";"";"33,29";"0";"0,00";"20";"0";"0";"";"Outras Reparacoes";"0";"0";"0";"0"
"REP340626";"(Armor17Pro) Back Camera Lens Ulefone Armor 17 Pro";"";"REP";"Reparacoes Multimarca (REP)";"Multimarca";"Ulefone";"";"";"pcs";"5600358340626";"";"32,48";"0";"0,00";"23";"1";"0";"";"Lente";"0";"0";"0";"0"
"REP328457";"(Armor17Pro) Display Ulefone Armor 17 Pro";"";"REP";"Reparacoes Multimarca (REP)";"Ulefone";"Multimarca";"";"";"Uni";"5600358328457";"";"124,96";"0";"0,00";"20";"0";"0";"";"Vidro";"0";"0";"0";"0"
"REP366329";"(Armor21) Charging Port Ulefone Armor 21";"";"REP";"Reparacoes Multimarca (REP)";"Ulefone";"Ulefone";"";"";"pcs";"5600358380707";"";"41,63";"0";"0,00";"20";"0";"0";"";"Porta de Ligacao";"0";"0";"0";"0"
"REP312814";"(Armor21) Display Ulefone Armor 21";"";"REP";"Reparacoes Multimarca (REP)";"Ulefone Armor21";"Multimarca";"";"";"Uni";"5600358312814";"";"66,63";"0";"0,00";"20";"0";"0";"";"Vidro";"0";"0";"0";"0"
"REP315778";"(Armor22) Back Camera Lens Ulefone Armor 22";"";"REP";"Reparacoes Multimarca (REP)";"Ulefone";"Multimarca";"";"";"pcs";"5600358315778";"";"33,29";"0";"0,00";"20";"0";"0";"";"Lente";"0";"0";"0";"0"
"REP385566";"(Armor22) Battery Ulefone Armor 22";"";"REP";"Reparacoes Multimarca (REP)";"Ulefone Armor 22";"Ulefone";"";"";"Uni";"5600358385566";"";"41,63";"0";"0,00";"20";"0";"0";"";"Bateria";"0";"0";"0";"0"
"REP385696";"(Armor22) Charging Port Ulefone Armor 22";"";"REP";"Reparacoes Multimarca (REP)";"Ulefone Armor 22";"Ulefone";"";"";"Uni";"5600358385696";"";"41,63";"0";"0,00";"20";"0";"0";"";"Porta de Ligacao";"0";"0";"0";"0"
"REP309470";"(Armor22) Display Ulefone Armor 22";"";"REP";"Reparacoes Multimarca (REP)";"Ulefone Armor22";"Multimarca";"";"";"Uni";"5600358309470";"";"83,29";"0";"0,00";"20";"0";"0";"";"Vidro";"0";"0";"";"0"
"REP383760";"(Armor24) Back Camera Lens Ulefone Armor 24";"";"REP";"Reparacoes Multimarca (REP)";"Ulefone Armor24";"Ulefone";"";"";"Uni";"5600358383760";"";"33,29";"0";"0,00";"20";"0";"0";"";"Lente";"0";"0";"0";"0"
"REP370846";"(Armor24) Charging Port Ulefone Armor 24";"";"REP";"Reparacoes Multimarca (REP)";"Ulefone";"";"";"";"Uni";"5600358372146";"";"41,63";"0";"0,00";"20";"0";"0";"";"Porta de Ligacao";"0";"0";"0";"0"
"REP368149";"(Armor24) Display Ulefone Armor 24";"";"REP";"Reparacoes Multimarca (REP)";"Ulefone Armor24";"Ulefone";"";"";"pcs";"5600358368149";"";"83,29";"0";"0,00";"20";"0";"0";"";"Vidro";"0";"0";"0";"0"
"REP380196";"(Armor24) Loudspeaker Ulefone Armor 24";"";"REP";"Reparacoes Multimarca (REP)";"Ulefone Armor24";"Ulefone";"";"";"Uni";"5600358380196";"";"37,46";"0";"0,00";"20";"0";"0";"";"Coluna";"0";"0";"0";"0"
"REP320994";"(Armor25T) Back Camera Lens Ulefone Armor 25T Pro";"";"REP";"Reparacoes Multimarca (REP)";"Multimarca";"Multimarca";"";"";"pcs";"5600358320994";"";"33,29";"0";"0,00";"20";"0";"0";"";"Lente";"0";"0";"0";"0"
"REP368958";"(Armor25T)(Armor25TPro) Sim Tray Ulefone Armor 25T / 25T Pro";"";"REP";"Reparacoes Multimarca (REP)";"Ulefone";"Ulefone";"";"";"Uni";"5600358368958";"";"8,29";"0";"0,00";"20";"0";"0";"";"Outras Reparacoes";"0";"0";"0";"0"
"REP314566";"(Armor7E) Back Camera Lens Ulefone Armor 7E";"";"REP";"Reparacoes Multimarca (REP)";"Multimarca";"Multimarca";"";"";"pcs";"5600358314566";"";"33,29";"0";"0,00";"20";"0";"0";"";"Lente";"0";"0";"0";"0"
"REP331396";"(Armor8)(Armor8Pro) Sim Tray Ulefone Armor 8 / 8 5G / 8 Pro";"";"REP";"Reparacoes Multimarca (REP)";"Ulefone Armor 8";"Multimarca";"";"";"Uni";"5600358331396";"";"8,29";"0";"0,00";"20";"0";"0";"";"Outras Reparacoes";"0";"0";"";"0"
"REP360730";"(ArmorMini20Pro) Back Camera Lens Ulefone Armor Mini 20 Pro";"5G";"REP";"Reparacoes Multimarca (REP)";"Ulefone Armor Mini 20 Pro";"Ulefone";"";"";"pcs";"5600358360730";"";"33,29";"0";"0,00";"20";"0";"0";"";"Lente";"0";"0";"0";"0"
"REP357983";"(ArmorX10)(ArmorX10Pro) Power + Volume Button Ulefone Armor";"X10 / X10 Pro Gray";"REP";"Reparacoes Multimarca (REP)";"Ulefone Armor X10";"Ulefone";"";"";"Uni";"5600358357983";"";"29,13";"0";"0,00";"20";"0";"0";"";"Outras Reparacoes";"0";"0";"";"0"
"REP320918";"(ArmorX3) Charging Port Ulefone Armor X3";"";"REP";"Reparacoes Multimarca (REP)";"U";"Multimarca";"";"";"Uni";"5600358320918";"";"37,46";"0";"0,00";"20";"0";"0";"";"Outras Reparacoes";"0";"0";"0";"0"
"REP306950";"(ArmorX7)(ArmorX7Pro) Charging port Ulefone Armor X7 / X7";"Pro";"REP";"Reparacoes Multimarca (REP)";"Ulefone Armor X7";"Multimarca";"";"";"Uni";"5600358306950";"";"37,46";"0";"0,00";"20";"0";"0";"";"Porta de Ligacao";"0";"0";"0";"0"
"REP368866";"(Asha501) Touch Screen Nokia Asha 308 / 309 / 310 Gold";"";"Nokia";"Reparacoes Nokia (Nokia)";"Nokia Asha501";"Nokia";"";"";"Uni";"5600358368866";"";"33,29";"0";"0,00";"20";"0";"0";"";"Vidro";"0";"0";"0";"0"
"REP86224";"(Asha501) Touch Screen Nokia Asha 501 Black";"";"Nokia";"Reparacoes Nokia (Nokia)";"Nokia Asha501";"Nokia";"";"";"1";"5600358186224";"";"33,29";"0";"0,00";"20";"0";"0";"";"Vidro";"0";"0";"";"0"
"REP365506";"(Asus) AC Adapter 0A001-00040700";"";"SUN";"SUN (SUN)";"Multimarca";"";"";"";"Uni";"5600358365506";"";"0,00";"0";"0,00";"20";"0";"0";"";"Carregador";"0";"0";"0";"0"
"SUN361126";"(Asus) AC Adapter 19V 3.42A 65W";"";"SUN";"SUN (SUN)";"Outros";"Asus";"";"";"Uni";"5600358361126";"";"0,00";"0";"0,00";"20";"0";"0";"";"Carregador";"0";"0";"0";"0"
"REP311633";"(Asus) AC Adapter 19V 4.74A 90W";"";"Acessorios";"Acessórios Diversos (Acessorios)";"Asus";"Asus";"";"";"pcs";"5600358311633";"";"33,29";"0";"0,00";"20";"0";"0";"";"Outros Acessorios";"0";"0";"0";"0"
"REP330153";"(Asus) Assembly Asus - CAASTP1400KA";"";"Asus";"Reparacoes Asus (Asus)";"Asus";"Asus";"";"";"pcs";"5600358330153";"";"283,29";"0";"0,00";"20";"0";"0";"";"Vidro";"0";"0";"0";"0"
"REP337244";"(Asus) Assembly Asus - CAASUX363J";"";"Asus";"Reparacoes Asus (Asus)";"Asus";"Asus";"";"";"pcs";"5600358337244";"";"249,96";"0";"0,00";"20";"0";"0";"";"Vidro";"0";"0";"0";"0"
"REP342910";"(Asus) Assembly Asus - CAASUX363OLED";"";"Asus";"Reparacoes Asus (Asus)";"Asus";"Asus";"";"";"pcs";"5600358342910";"";"249,96";"0";"0,00";"20";"0";"0";"";"Vidro";"0";"0";"0";"0"
"REP383098";"(Asus) Asus PCB - 90NB0TV0-R10020";"";"Asus";"Reparacoes Asus (Asus)";"Asus";"Asus";"";"";"Uni";"5600358383098";"";"108,29";"0";"0,00";"20";"0";"0";"";"Outras Reparacoes";"0";"0";"0";"0"
"REP370135";"(Asus) Battery 11.55V 3400mAH/39Wh - C31N1841 (Compatible)";"";"Asus";"Reparacoes Asus (Asus)";"Asus";"Asus";"";"";"Uni";"5600358370135";"";"83,29";"0";"0,00";"20";"0";"0";"";"Bateria";"0";"0";"0";"0"
"REP321120";"(Asus) Battery Asus  A41N1424 15V 2200mAh/33Wh";"";"Asus";"Reparacoes Asus (Asus)";"Asus";"Asus";"";"";"pcs";"5600358321120";"";"74,96";"0";"0,00";"20";"0";"0";"Bateria Asus A41N1424 15V 2200mAh/33Wh";"Bateria";"0";"0";"0";"0"
"REP290747";"(Asus) Battery Asus - 0B200-03270100";"";"Asus";"Reparacoes Asus (Asus)";"Asus";"Asus";"";"";"Uni";"5600358290747";"";"116,63";"0";"0,00";"20";"0";"0";"";"Bateria";"0";"0";"";"0"
"REP367012";"(Asus) Battery Asus - AS6100LH (Compatible)";"";"Asus";"Reparacoes Asus (Asus)";"Asus";"Asus";"";"";"pcs";"5600358367012";"";"74,96";"0";"0,00";"20";"0";"0";"";"Bateria";"0";"0";"0";"0"
"REP362239";"(Asus) Battery Asus - B31N1842";"";"Asus";"Reparacoes Asus (Asus)";"Asus";"Asus";"";"";"pcs";"5600358362239";"";"83,29";"0";"0,00";"20";"0";"0";"";"Bateria";"0";"0";"0";"0"
"REP362222";"(Asus) Battery Asus - C21N1701";"";"Asus";"Reparacoes Asus (Asus)";"Asus";"Asus";"";"";"pcs";"5600358362222";"";"166,63";"0";"0,00";"20";"0";"0";"";"Bateria";"0";"0";"0";"0"
"REP346079";"(Asus) Battery Asus - C31N1811";"";"Asus";"Reparacoes Asus (Asus)";"Asus";"Asus";"";"";"pcs";"5600358346079";"";"141,63";"0";"0,00";"20";"0";"0";"";"Bateria";"0";"0";"0";"0"
"REP355217";"(Asus) Battery Asus - C31N1815";"";"Asus";"Reparacoes Asus (Asus)";"Asus";"Asus";"";"";"pcs";"5600358355217";"";"83,29";"0";"0,00";"20";"0";"0";"";"Bateria";"0";"0";"0";"0"
"REP365100";"(Asus) Battery Asus - C31N1905 (Compatible)";"";"Asus";"Reparacoes Asus (Asus)";"Asus";"Asus";"";"";"pcs";"5600358365100";"";"83,29";"0";"0,00";"20";"0";"0";"";"Bateria";"0";"0";"0";"0"
"REP377257";"(Asus) Battery Asus - C31N1914";"";"Asus";"Reparacoes Asus (Asus)";"Asus";"Asus";"";"";"Uni";"5600358377257";"";"108,29";"0";"0,00";"20";"0";"0";"";"Bateria";"0";"0";"0";"0"
"REP386037";"(Asus) Battery Asus - C31N2105 / 0B200-04140000";"";"Asus";"Reparacoes Asus (Asus)";"Asus";"Asus";"";"";"Uni";"5600358386037";"";"166,63";"0";"0,00";"20";"0";"0";"";"Bateria";"0";"0";"0";"0"
"REP365117";"(Asus) Battery Asus - C41N1901";"";"Asus";"Reparacoes Asus (Asus)";"Asus";"Asus";"";"";"pcs";"5600358365117";"";"99,96";"0";"0,00";"20";"0";"0";"";"Bateria";"0";"0";"0";"0"
"REP274105";"(Asus) Battery Asus 0B200-03150000";"";"Asus";"Reparacoes Asus (Asus)";"Asus";"Asus";"";"";"Uni";"5600358274105";"";"133,29";"0";"0,00";"20";"0";"0";"";"Bateria";"0";"0";"";"0"
"REP330900";"(Asus) Battery Asus 0B200-03580000";"C31N1905";"Asus";"Reparacoes Asus (Asus)";"Asus";"Asus";"";"";"pcs";"5600358330900";"";"166,63";"0";"0,00";"20";"0";"0";"";"Bateria";"0";"0";"0";"0"
"REP297692";"(Asus) Battery Asus A41-X550E 14.4V 2200mAh/33Wh";"";"Asus";"Reparacoes Asus (Asus)";"Asus";"Asus";"";"";"Uni";"5600358297692";"";"66,63";"0";"0,00";"20";"0";"0";"";"Bateria";"0";"0";"0";"0"
"REP333406";"(Asus) Battery Asus B31N1729";"";"Asus";"Reparacoes Asus (Asus)";"Asus";"Asus";"";"";"pcs";"5600358333406";"";"83,29";"0";"0,00";"20";"0";"0";"";"Bateria";"0";"0";"0";"0"
"REP287471";"(ASUS) Battery Asus B31N1732 11.55V 3600mAh/42Wh";"";"Asus";"Reparacoes Asus (Asus)";"Asus";"Asus";"";"";"Uni";"5600358287471";"";"83,29";"0";"0,00";"20";"0";"0";"";"Bateria";"0";"0";"";"0"
"REP277816";"(Asus) Battery Asus C31N1620";"";"Asus";"Reparacoes Asus (Asus)";"Asus";"Asus";"";"";"Uni";"5600358277816";"";"83,29";"0";"0,00";"20";"0";"0";"";"Bateria";"0";"0";"0";"0"
"REP283442";"(Asus) Battery Asus C31N1636";"";"Asus";"Reparacoes Asus (Asus)";"Asus";"Lenovo";"";"";"Uni";"5600358283442";"";"124,96";"0";"0,00";"20";"0";"0";"";"Bateria";"0";"0";"";"0"
"REP292055";"(Asus) Battery Asus C31N1841 - 0B200-03420300";"";"Asus";"Reparacoes Asus (Asus)";"Asus";"Asus";"";"";"Uni";"5600358292055";"";"166,63";"0";"0,00";"20";"0";"0";"";"Bateria";"0";"0";"";"0"
"REP327504";"(ASUS) Battery Asus C41N1904 15.4V 4300mAh/66Wh";"";"Asus";"Reparacoes Asus (Asus)";"Asus";"Asus";"";"";"pcs";"5600358327504";"";"83,29";"0";"0,00";"20";"0";"0";"";"Bateria";"0";"0";"0";"0"
"REP312548";"(Asus) Battery Asus C41N1908";"";"Asus";"Reparacoes Asus (Asus)";"Asus";"Asus";"";"";"pcs";"5600358312548";"";"166,63";"0";"0,00";"20";"0";"0";"";"Bateria";"0";"0";"0";"0"
"REP305533";"(Asus) Battery Asus E410 11.55V 3550mAh/42Wh";"";"Asus";"Reparacoes Asus (Asus)";"Asus";"Asus";"";"";"Uni";"5600358305533";"";"83,29";"0";"0,00";"20";"0";"0";"";"Bateria";"0";"0";"0";"0"
"REP374126";"(Asus) Battery Asus E410 11.55V 3550mAh/42Wh - B31N1912";"(Compatible)";"Asus";"Reparacoes Asus (Asus)";"Asus";"Asus";"";"";"Uni";"5600358374126";"";"83,29";"0";"0,00";"20";"0";"0";"";"Bateria";"0";"0";"0";"0"
"REP337268";"(Asus) Battery Asus K53 10.8V 4400mAh/48Wh";"";"Asus";"Reparacoes Asus (Asus)";"Asus";"Asus";"";"";"pcs";"5600358337268";"";"74,96";"0";"0,00";"20";"0";"0";"";"Bateria";"0";"0";"0";"0"
"REP254688";"(Asus) Battery Asus UX330";".";"Asus";"Reparacoes Asus (Asus)";"Asus";"Asus";"";"";"Uni";"5600358254688";"";"83,29";"0";"0,00";"20";"0";"0";"";"Bateria";"0";"0";"";"0"
"REP317222";"(Asus) Battery Asus VivoTab Smart ME400C";"";"Asus";"Reparacoes Asus (Asus)";"Asus";"Asus";"";"";"pcs";"5600358317222";"";"45,79";"0";"0,00";"20";"0";"0";"";"Bateria";"0";"0";"0";"0"
"REP317918";"(Asus) Battery Asus X450 14.4V 2200mAh/33Wh";"ASX450L7";"Asus";"Reparacoes Asus (Asus)";"Asus";"Asus";"";"";"pcs";"5600358317918";"";"74,96";"0";"0,00";"20";"0";"0";"";"Bateria";"0";"0";"0";"0"
"REP385290";"(ASUS) Battery Asus X451 A41N1308";"";"Asus";"Reparacoes Asus (Asus)";"Asus X451";"Asus";"";"";"Uni";"5600358385290";"";"74,96";"0";"0,00";"20";"0";"0";"";"Bateria";"0";"0";"0";"0"
"REP280175";"(ASUS) Battery Asus X451 ASX551L7";"";"Asus";"Reparacoes Asus (Asus)";"Asus";"Asus";"";"";"Uni";"5600358280175";"";"83,29";"0";"0,00";"20";"0";"0";"";"Bateria";"0";"0";"";"0"
"REP330108";"(Asus) Battery Asus X453 7.2V 4000mAh/29Wh B21N1329";"";"Asus";"Reparacoes Asus (Asus)";"Asus";"Asus";"";"";"pcs";"5600358330108";"";"83,29";"0";"0,00";"20";"0";"0";"";"Bateria";"0";"0";"0";"0"
